Epoch,Train Loss,Val Loss,Train IoU,Val IoU
70,0.2932080407013265,0.295090842459883,0.09318435012307713,0.10691358285007092
71,0.2913744581300159,0.29456524178385735,0.09375439669190687,0.08631405859452215
72,0.29140516468720845,0.2893871994955199,0.0940915629517142,0.09952112681082269
73,0.28996018869008205,0.28675283438393045,0.09477206272753548,0.09748376248157978
74,0.2902383374613385,0.2875061961156981,0.09431879041397749,0.09488051370954631
75,0.2885124064231104,0.2907637341746262,0.09524177208482913,0.10389922272182596
76,0.2882335086663564,0.2899437291281564,0.09436270166646442,0.10324806982258583
77,0.2871667028859604,0.28786383994988035,0.0955302465300124,0.09648596265242239
78,0.2871916508951852,0.28741321925606045,0.096477330234692,0.07972546005977245
79,0.2890328546596128,0.28366819130522863,0.09385629707568106,0.09449848081237079
80,0.2866187413302503,0.2902063461286681,0.09596482250021098,0.09216892413093768
81,0.2859386460956677,0.28869364889604704,0.0954778891637856,0.1067281434120497
82,0.2881519036699635,0.28637648639934404,0.09544810656931657,0.0901080786931966
83,0.2884186522443165,0.28396014496684074,0.09588127987964976,0.10033400627376099
84,0.28580067150814586,0.28438238746353556,0.09690556454174572,0.10041061938566113
85,0.28695182005564374,0.28316634041922434,0.09562368491880963,0.09397188792484236
86,0.2872717403626257,0.2841384416179998,0.0950435926857417,0.1011705113883995
87,0.28703225201876587,0.288353791726487,0.09648320458131271,0.10440461513032331
88,0.2862788012554479,0.2851762218134744,0.09610454877345659,0.10063997397894889
89,0.2882335368514985,0.2851984069815704,0.09566364777346473,0.09515084598134246
90,0.28626189894916476,0.28376506002885954,0.09588141385942256,0.09078799422114602
91,0.2869899351467458,0.2871507980993816,0.09628510328150537,0.09956560981933234
92,0.28411000932371894,0.28176472655364443,0.09624473717481853,0.09000391661612461
93,0.2839123747607534,0.28061333139027866,0.09697308915519935,0.0964487799861574
94,0.2850054753150127,0.2820317894220352,0.09733338830868594,0.09287720400254561
95,0.28298631090988485,0.2852229135377066,0.09660737668981992,0.10678878123132261
96,0.28456394224203835,0.28049295235957417,0.09665946415842802,0.09859807494162673
97,0.2847202584262966,0.28145207677568707,0.09651199977799223,0.09769430702623763
98,0.2846028056255607,0.282193266919681,0.09785273408090862,0.09810579560953624
99,0.28386788023996723,0.2804188872022288,0.09619894206848777,0.09447386558543158
100,0.28411032513592593,0.28246949506657465,0.09609745235359532,0.09961108459962474
101,0.2821279225885406,0.28150991084320204,0.09800166272574601,0.09647810902943062
102,0.284586171540179,0.27953790021794184,0.09646187712759506,0.098359408290393
103,0.28222039341926575,0.28273383527994156,0.09706634325458006,0.10300770426271279
104,0.2817635242791139,0.27982321275132044,0.09848904283068545,0.09360689164305717
105,0.28323496416095617,0.28078129089304377,0.09679678724318354,0.09803930624823941
106,0.28159819081310156,0.2813922363732542,0.09844752365365601,0.100971081384659
107,0.28167469302813214,0.2834354133478233,0.09786899302875735,0.10547128001531113
108,0.281191003068473,0.28844132487262997,0.09782938858977468,0.1071702763753827
109,0.2806209326945534,0.28030097112059593,0.09907319110661005,0.09812321709429536
110,0.28109372193499127,0.2794065257268293,0.09766510287902402,0.09246365879794283
111,0.2805155328539915,0.28171352563159807,0.09734710013697369,0.10151113505133212
112,0.2809713336155396,0.2831256187387875,0.09760625055435586,0.10587567943419453
113,0.28132067863331284,0.28007896138089045,0.09898198001690267,0.0994127967380323
114,0.28081723031147504,0.28032092111451284,0.09726355876918182,0.10076211490382274
115,0.2814940469440564,0.27911204418965746,0.09848720709726362,0.09409135939166537
116,0.28020774220773415,0.279062241848026,0.09829144674908055,0.09475832011735129
117,0.2800656654113947,0.2795453044985022,0.09804361558532064,0.09836597607399984
118,0.2813573910515438,0.27889031171798706,0.09858600064753305,0.09632723686447728
119,0.28154756579288215,0.2790739264871393,0.0981676724993395,0.0982466805993901
120,0.28042113307372546,0.2785014307924679,0.09887879046660669,0.09575403795400263
121,0.2811510763889135,0.27908842797790256,0.0979906399321778,0.09949559110311164
122,0.28187023969583735,0.28058737409966333,0.09809561340449349,0.10033152408945423
123,0.28057140862756924,0.2785397603043488,0.09775255673818274,0.09777680225539244
124,0.2805465284244035,0.2785266691020557,0.0984180345758492,0.09645039812941118
125,0.2813331303439399,0.27920403491173473,0.0982768634626841,0.09652219004617704
126,0.28106403408586517,0.2804423081023352,0.09776536246694474,0.10032945572127702
127,0.2802407964486484,0.2790806032717228,0.09829844577484982,0.09775468615654796
128,0.2792201171549716,0.2805842288902828,0.09891286755903245,0.10265090718832319
129,0.2803321210450904,0.28230750294668333,0.098955847999281,0.1056929680318895
130,0.27958435051200925,0.27913845596568926,0.0987440344531113,0.09985576279445232
131,0.28062053752499955,0.2783108039626053,0.09751399454703873,0.09498101998318216
132,0.2805958830339964,0.2786052163158144,0.09803858064676217,0.09885046372866803
133,0.27943068396213444,0.2788565776177815,0.09936971562273256,0.10038944124958303
134,0.2797874297744544,0.27827038136976107,0.09839440190129115,0.09840714460997625
135,0.281021101645721,0.27879770791956354,0.09857259088373457,0.09958513152983019
136,0.2804500573827315,0.27811469244105474,0.09857355908031482,0.09683508024925466
137,0.2791671883459239,0.27916592891727177,0.09856022881610058,0.10150832452762391
138,0.2795089009658311,0.279293918716056,0.0994920031355272,0.1008923586844229
139,0.28003005556357924,0.2790636510721275,0.09834722918795728,0.10231890928584432
140,0.2805051116287246,0.27935576758214403,0.09967910003987657,0.10069470635150708
141,0.2811333273732385,0.278189515961068,0.09726820037849465,0.09754698707148816
142,0.27999303414840104,0.27968704753688406,0.09791037165900711,0.10226390533941254
143,0.27772494630758154,0.27904102738414494,0.09985648140253865,0.1007189052819302
144,0.2798880950887074,0.2781867826623576,0.09936528431975923,0.09795559825282565
145,0.2794499366089355,0.2784477286040783,0.09817066786133931,0.09975316955064073
146,0.279247511957967,0.2785401429448809,0.09879796401007146,0.09891369061181379
147,0.27896326121895815,0.2781934844596045,0.09921223289597174,0.09910280706349461
148,0.27891788094542747,0.27791587582656313,0.0991262902009155,0.09771185330890189
149,0.2812439609867658,0.2783284953662327,0.09816861059022149,0.09887358600858477
150,0.27908978975096416,0.2783473256443228,0.09876318890841211,0.09835492468915256
151,0.2788698628198269,0.278110608458519,0.09931093570451276,0.09900218436804427
152,0.27828547878320825,0.27796562388539314,0.09897286754331035,0.0962816959395526
